,Type,Related url,planned/unplanned,Cause,Body,Start Time,End Time,Duration,Context
393,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/196,unplanned,Unknown,[wip] adding assertions to dspy None,2023-10-29T19:11:09Z,2023-10-29T20:25:19Z,0 days 01:14:10,add assertion dspy none
394,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/195,unplanned,Unknown,"Apply ruff check, ruff formatter and use a pre-commit-config for ci I think this could be beneficial for the project, let me know what you think. I noticed that #125  is trying to include black and isort, but it seems inactive. I didn't want to get involved in changing the imports with wildcards in the __init__.py files due to the potential implications. ",2023-10-29T03:10:58Z,2024-03-05T05:15:26Z,128 days 02:04:28,apply ruff check ruff formatter use precommitconfig ci think could beneficial project let know think noticed try include black isort seem inactive didnt want get involve change import wildcards initpy file due potential implication
396,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/189,unplanned,Unknown,"added AnswerCorrectness and AnswerFaithfulness auto-eval modules AnswerCorrectness - verifies if predicted answer is correct for question based on gold answer and outputs True/False
AnswerFaithfulness - verifies if predicted answer is based off context/reasoning/rationale for question and outputs True/False

(corrects faulty [PR](https://github.com/stanfordnlp/dspy/pull/173)) ",2023-10-25T16:29:17Z,2023-10-25T17:45:34Z,0 days 01:16:17,add answercorrectness answerfaithfulness autoeval module answercorrectness verifies predict answer correct question base gold answer output truefalse answerfaithfulness verifies predict answer base contextreasoningrationale question output truefalse corrects faulty
398,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/187,unplanned,Unknown,"added proper error handling within evaluate and bootstrap -permits up to 5 errors during 1) evaluation and 2) bootstrapping and then raises actual error, halting program for user to fix the error ",2023-10-25T07:37:23Z,2023-10-25T15:19:09Z,0 days 07:41:46,add proper error handle within evaluate bootstrap permit error evaluation bootstrapping raise actual error halt program user fix error
399,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/186,unplanned,Unknown,"added support for OpenAI completion API string prompting follows #3 within [Anyscale OpenAI endpoint handling](https://github.com/anyscale/endpoint-cookbook/blob/main/combine_anyscale_openai.ipynb)

allows for string prompting to models",2023-10-25T07:30:32Z,2023-10-25T15:20:02Z,0 days 07:49:30,added support openai completion api string prompt follow within allows string prompting model
400,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/183,unplanned,Unknown,"Allow no-op decorator to take arguments Fixes the error mentioned here https://github.com/stanfordnlp/dspy/issues/181#issuecomment-1776250172

i.e. 
```
  File ""<snip>/dspy/dsp/modules/hf_client.py"", line 93, in <module>
    @NotebookCacheMemory.cache(ignore=['arg'])
     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: noop_decorator() got an unexpected keyword argument 'ignore'

```

Now, if `NotebookCacheMemory.cache` is a `noop_decorator`, it can be called either with or without args/kwargs (i.e. `@NotebookCacheMemory.cache(ignore=[""arg""])` or `@NotebookCacheMemory.cache`).
",2023-10-24T10:45:26Z,2023-10-24T12:07:04Z,0 days 01:21:38,allow noop decorator take argument fix error mention ie file dspydspmoduleshfclientpy line notebookcachememorycacheignore typeerror noopdecorator get unexpected keyword argument ignore notebookcachememorycache noopdecorator call either without argskwargs ie notebookcachememorycacheignore notebookcachememorycache
401,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/182,unplanned,Unknown,Update requirements.txt Adds optuna as a requirement,2023-10-24T10:41:49Z,2023-10-24T12:07:27Z,0 days 01:25:38,update requirementstxt add optuna requirement
403,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/179,unplanned,Unknown,"Allow passing of kwargs for HF TGI request This PR lets the user specify what arguments are provided to the HTTP call to the TGI server. My use case is HTTP basic auth, so I need to pass the relevant kwarg through. ",2023-10-23T14:11:43Z,2023-10-23T17:55:51Z,0 days 03:44:08,allow pass kwargs hf tgi request pr let user specify argument provide http call tgi server use case http basic auth need pas relevant kwarg
405,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/177,unplanned,Unknown,added client integrations for Anyscale -integrated Anyscale endpoint within DSPy,2023-10-20T01:23:08Z,2023-10-20T11:05:49Z,0 days 09:42:41,added client integration anyscale integrate anyscale endpoint within dspy
407,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/173,unplanned,Unknown,"added AnswerCorrectness and AnswerFaithfulness auto-eval programs AnswerCorrectness - verifies if predicted answer is correct for question and outputs True/False
AnswerFaithfulness - verifies if predicted answer is based off context/reasoning/rationale for question and outputs True/False",2023-10-18T20:09:05Z,2023-10-25T16:43:35Z,6 days 20:34:30,add answercorrectness answerfaithfulness autoeval program answercorrectness verifies predict answer correct question output truefalse answerfaithfulness verifies predict answer base contextreasoningrationale question output truefalse
408,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/170,unplanned,Unknown,add you retriever module So I wasn't entirely sure on the difference between the modules in `dsp` vs the retriever module example of pinecone in `dspy`. I went ahead and followed what seemed to be the newer pattern. One thing to note about this implementation is if multiple queries are indeed passed into the new retriever we do not have the ability to rerank the results across queries so we return the passages from query 1 then the passages from query 2. I could also just raise a runtime error if that is a more desirable pattern. Let me know!,2023-10-16T18:09:59Z,2023-10-16T20:02:35Z,0 days 01:52:36,add retriever module wasnt entirely sure difference module dsp vs retriever module example pinecone dspy go ahead follow seem new pattern one thing note implementation multiple query indeed pass new retriever ability rerank result across query return passage query passage query could also raise runtime error desirable pattern let know
411,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/165,unplanned,Unknown,refactor: remove redundant async lm code None,2023-10-13T21:13:13Z,2023-10-13T21:13:28Z,0 days 00:00:15,refactor remove redundant async lm code none
415,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/160,unplanned,Unknown,feat: support async bootstrap few shot Add support for running async BootstrapFewShot,2023-10-11T21:46:17Z,2023-10-11T21:47:52Z,0 days 00:01:35,feat support async bootstrap shot add support run async bootstrapfewshot
418,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/156,unplanned,Unknown,"supporting initializing TGI server within DSPy -supports loading TGI server directly within DSPy
-prerequisites: user has already cloned the [TGI  ](https://github.com/huggingface/text-generation-inference/) repository
-especially useful for loading fine-tuned models created from BootstrapFinetune without manual intervention for server initialization",2023-10-10T17:43:05Z,2023-10-25T15:17:59Z,14 days 21:34:54,support initialize tgi server within dspy support load tgi server directly within dspy prerequisite user already clone repository especially useful load finetuned model create bootstrapfinetune without manual intervention server initialization
424,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/150,unplanned,Unknown,"Update intro.ipynb I found that if not set model_type to chat, it generates many additional useless lines",2023-10-09T14:47:40Z,2023-10-16T18:19:48Z,7 days 03:32:08,update introipynb find set modeltype chat generate many additional useless line
426,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/148,unplanned,Unknown,"Pinecone retrieval improvements Firstly thank you for the great library. I was interested in using the Pinecone retrieval component and ran into several issues, including:

* Hardcoded api/env placeholders
* Undeclared dependency (reasonably to not force pinecone install for other users)
* Lack of support for multiple queries (used only results of first embedding)
* Deprecated openai embedding kwargs
etc.

This aims to address these issues by overhauling the pinecone retrieval class in many ways: fixing the hardcoded keys, including the dependency as optional so you can use `pip install dspy-ai[pinecone]`, and implementing similar behaviour to `dsp.retrieveEnsemble` to allow search against a query list, along with other code quality improvements.",2023-10-09T02:08:23Z,2023-10-09T16:24:01Z,0 days 14:15:38,pinecone retrieval improvement firstly thank great library interested use pinecone retrieval component run several issue include hardcoded apienv placeholder undeclared dependency reasonably force pinecone install user lack support multiple query use result first embed deprecate openai embed kwargs etc aim address issue overhaul pinecone retrieval class many way fix hardcoded key include dependency optional use pip install dspyai implement similar behaviour dspretrieveensemble allow search query list along code quality improvement
427,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/147,unplanned,Unknown,Program of Thought module merged past Program of Thought module [PR ](https://github.com/stanfordnlp/dspy/pull/116) to incorporate latest Signature changes [PR](https://github.com/stanfordnlp/dspy/pull/146).,2023-10-09T00:25:27Z,2023-10-24T19:00:24Z,15 days 18:34:57,program think module merge past program thought module incorporate late signature change
428,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/146,unplanned,Unknown,"modified signatures to handle new DSPy signature format -supports new DSPy signature declarations (`dspy.Signature(""{inputs}-> {outputs}""`)

methods added:
-`attach()`: defining field with prefix and description 
-`add_field()`: supports pretending and appending InputFields and OutputFields

(note for reference - currently, modifies signature in-place as the `attach()` functionality supports chaining) ",2023-10-08T17:33:07Z,2023-10-24T19:00:27Z,16 days 01:27:20,modified signature handle new dspy signature format support new dspy signature declaration dspysignatureinputs output method add attach define field prefix description addfield support pretend append inputfields outputfields note reference currently modify signature inplace attach functionality support chain
433,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/141,unplanned,Unknown,added optuna teleprompter optuna optimization integration with BootstrapFewShotWithRandomSearch,2023-09-28T02:20:36Z,2023-10-23T17:52:14Z,25 days 15:31:38,add optuna teleprompter optuna optimization integration bootstrapfewshotwithrandomsearch
435,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/137,unplanned,Unknown,"added knn module and teleprompter in-progress PR for [issue](https://github.com/stanfordnlp/dspy/issues/109)
-support for KNN Module to return topk train samples
-support for KNN Teleprompter 

",2023-09-23T06:39:54Z,2023-10-23T17:51:10Z,30 days 11:11:16,add knn module teleprompter inprogress pr support knn module return topk train sample support knn teleprompter
438,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/134,unplanned,Unknown,"modified threading handling in config for multithreaded flask handling multithreading within dsp.settings in setting config
modified relevant methods that involve thread->stack dictionary

refers to this [issue](https://github.com/stanfordnlp/dspy/issues/105)",2023-09-21T18:48:59Z,2023-10-23T17:49:14Z,31 days 23:00:15,modify thread handle config multithreaded flask handle multithreading within dspsettings set config modify relevant method involve threadstack dictionary refers
440,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/132,unplanned,Unknown,"modified peft and int8 code for finetuning -uncommented existing logic for peft 
-added handling for int8 in the model (prepare_model_for_int8_training)
",2023-09-21T04:57:38Z,2023-09-21T07:41:29Z,0 days 02:43:51,modify peft code finetuning uncommented exist logic peft add handle model
441,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/131,unplanned,Unknown,"Change PyseriniRetriever linear index search to lookup table retrieval when using your own data should be faster now, let me know if you have any other ideas/changes in mind",2023-09-20T18:03:55Z,2023-09-20T18:37:55Z,0 days 00:34:00,change pyseriniretriever linear index search lookup table retrieval use data faster let know ideaschanges mind
442,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/130,unplanned,Unknown,added stop_at_score kwarg to random_search added stop_at_score per [issue request ](https://github.com/stanfordnlp/dspy/issues/128),2023-09-20T06:20:16Z,2023-09-20T22:11:13Z,0 days 15:50:57,add stopatscore kwarg randomsearch add stopatscore per
446,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/126,unplanned,Unknown,"linked module docs onto README links added for LM clients, RM clients, relevant Modules and Teleprompters.
also updated PR link for dspy.ProgramOfThought",2023-09-18T00:10:47Z,2023-09-18T17:12:07Z,0 days 17:01:20,link module doc onto readme link add lm client rm client relevant module teleprompter also update pr link dspyprogramofthought
447,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/124,unplanned,Unknown,refactor: rename dsp module as internals None,2023-09-17T18:12:38Z,2023-09-17T18:41:48Z,0 days 00:29:10,refactor rename dsp module internals none
448,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/123,unplanned,Unknown,"enhancement(documentation): adding initial docs for dspy LM, RM, teleprompting, local models and generic modules. None",2023-09-17T17:28:37Z,2023-09-17T17:35:10Z,0 days 00:06:33,enhancementdocumentation add initial doc dspy lm rm teleprompting local model generic module none
449,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/122,unplanned,Unknown,added ReAct module -added ReAct module support within DSPy,2023-09-17T17:26:12Z,2023-10-08T18:00:20Z,21 days 00:34:08,add react module add react module support within dspy
450,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/121,unplanned,Unknown,"enhancement(documentation): Minor fixes Minor standardization changes:
- Add ToCs for quick navigations
- `Arguments` -> `Parameters`
- parameter type hints are in italic to improve readability
- `GPT3(...)` constructor -> `OpenAI(...)`
- add links to references for quick nav
- define `Quickstart` and `Usage` snippets at the top of doc modules and `Examples` at the end of doc modules. ",2023-09-17T17:11:26Z,2023-09-17T17:12:50Z,0 days 00:01:24,enhancementdocumentation minor fix minor standardization change add tocs quick navigation argument parameter parameter type hint italic improve readability constructor openai add link reference quick nav define quickstart usage snippet top doc module examples end doc module
451,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/120,unplanned,Unknown,Colab changes for Pyserini Continued from #119  ,2023-09-16T16:06:39Z,2023-09-16T22:47:36Z,0 days 06:40:57,colab change pyserini continue
452,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/119,unplanned,Unknown,Integrate Pyserini into DSPy Integrate pyserini to enable users to use their own data for retrieval in dspy. I've added a small notebook to demo how it works.,2023-09-16T01:12:57Z,2023-09-16T15:58:43Z,0 days 14:45:46,integrate pyserini dspy integrate pyserini enable user use data retrieval dspy ive add small notebook demo work
454,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/116,unplanned,Unknown,"added Program-of-Thought module -added Program-of-Thought module support within DSPy
-includes Python interpreter code adopted with modifications from [this repository.](https://github.com/camel-ai/camel) ",2023-09-13T18:11:49Z,2023-10-09T00:15:42Z,25 days 06:03:53,add programofthought module add programofthought module support within dspy include python interpreter code adopt modification
459,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/111,unplanned,Unknown,Add flake None,2023-09-11T15:28:08Z,2023-09-11T15:28:40Z,0 days 00:00:32,add flake none
463,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/107,unplanned,Unknown,Added support for using Pinecone None,2023-09-08T19:35:41Z,2023-09-08T19:44:54Z,0 days 00:09:13,added support use pinecone none
472,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/97,unplanned,Unknown,Fix typo in README.md quetion -> question,2023-08-27T15:42:39Z,2023-08-27T15:44:13Z,0 days 00:01:34,fix typo readmemd quetion question
474,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/93,unplanned,Unknown,"added support for vLLM server and docs for local models -updated DSPy init with vLLM support
-added vLLM to hf_client
-added docs for local model testing with HFModel, TGI, vLLM, and MLC
-added model initialization validation for HFClientTGI within latest changes",2023-08-23T15:02:04Z,2024-01-14T14:57:29Z,143 days 23:55:25,added support vllm server docs local model update dspy init vllm support add vllm hfclient add docs local model test hfmodel tgi vllm mlc add model initialization validation hfclienttgi within late change
475,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/92,unplanned,Unknown,"HFModel support for DSPy -added HFModel support within DSPy
-added postprocessing for HFModel",2023-08-23T14:37:25Z,2023-10-10T16:38:17Z,48 days 02:00:52,hfmodel support dspy add hfmodel support within dspy add postprocessing hfmodel
476,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/91,unplanned,Unknown,updated with mlc models post-processing updated DSPy internals with post-processing for MLC Llama models - `.split('\n')[0]`,2023-08-22T15:56:22Z,2023-10-10T16:51:45Z,49 days 00:55:23,update mlc model postprocessing updated dspy internals postprocessing mlc llama model splitn
477,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/90,unplanned,Unknown,V2 None,2023-08-21T22:37:10Z,2023-08-21T22:37:53Z,0 days 00:00:43,none
478,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/88,unplanned,Unknown,Minor updates so notebook works on Colab None,2023-08-15T18:50:37Z,2023-08-15T18:50:42Z,0 days 00:00:05,minor update notebook work colab none
479,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/87,unplanned,Unknown,V2++ None,2023-08-15T17:48:51Z,2023-08-15T17:50:51Z,0 days 00:02:00,none
480,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/86,unplanned,Unknown,Remove DSPv1 caches None,2023-08-15T17:47:56Z,2023-08-15T17:48:05Z,0 days 00:00:09,remove cache none
488,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/78,unplanned,Unknown,added wrapper for azure cognitive search retrieval added wrapper class to support retrieval model from Azure cognitive search.,2023-07-11T06:18:38Z,2023-07-22T21:59:01Z,11 days 15:40:23,add wrapper azure cognitive search retrieval add wrapper class support retrieval model azure cognitive search
490,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/76,unplanned,Unknown,Bird evaluation Sharing code for discussion with Omar,2023-07-06T23:40:24Z,2023-07-22T22:19:09Z,15 days 22:38:45,bird evaluation share code discussion omar
494,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/72,planned,Unknown,"feature(new-caching): sqlite caching + integration into gpt3 and colbert What the PR does:
- Creates a new caching logic using sqlite
- makes experiments reproducible using cached timeranges:
   - eg: if an example is not part of the specified time-range, it would error out instead of re-computing. This helps us to make the experiments consistent and re-producible.
- integrated the logic into gpt and colbert module.
   - usage: `dsp.settings.configure(lm=lm, rm=rm, experiment_end_timestamp=..., experiment_start_timestamp=...)`  # in timestamp
- Adds a testing notebook for understanding different behaviours of the cache. 
- adds a common logger which can be used for debugging along with custom logging level
- removes joblib caching logic",2023-06-29T19:36:51Z,2023-10-25T17:32:08Z,117 days 21:55:17,featurenewcaching sqlite cache integration colbert pr create new cache logic use sqlite make experiment reproducible use cached timeranges eg example part specify timerange would error instead recomputing help u make experiment consistent reproducible integrate logic gpt colbert module usage dspsettingsconfigurelmlm rmrm experimentendtimestamp experimentstarttimestamp timestamp add test notebook understand different behaviour cache add common logger use debug along custom log level remove joblib cache logic
498,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/68,unplanned,Unknown,Basic Adapter vs Chat Adapter None,2023-06-07T00:02:59Z,2023-10-10T16:55:41Z,125 days 16:52:42,basic adapter v chat adapter none
499,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/67,unplanned,Unknown,Incorporating reranker into thread safe settings.py None,2023-06-03T00:25:27Z,2023-09-18T21:26:51Z,107 days 21:01:24,incorporate reranker thread safe settingspy none
500,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/66,unplanned,Unknown,Fix typo Fix typo,2023-05-29T17:57:57Z,2023-05-29T18:18:46Z,0 days 00:20:49,fix typo fix typo
501,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/65,unplanned,Unknown,upgrade package version None,2023-05-28T20:05:42Z,2023-05-28T20:05:51Z,0 days 00:00:09,upgrade package version none
503,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/63,unplanned,Unknown,"Revert ""Making the DSP context window thread safe"" Reverts stanfordnlp/dsp#61",2023-05-27T01:59:52Z,2023-05-27T01:59:59Z,0 days 00:00:07,revert make dsp context window thread safe reverts
504,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/62,unplanned,Unknown,Add function inspect to readme None,2023-05-27T01:47:47Z,2024-02-03T18:54:33Z,252 days 17:06:46,add function inspect readme none
505,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/61,unplanned,Unknown,Making the DSP context window thread safe None,2023-05-27T00:16:42Z,2023-05-27T00:16:53Z,0 days 00:00:11,make dsp context window thread safe none
509,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/57,unplanned,Unknown,"feature(search): sbert re-ranker The PR does the below
- Introduces re-ranker that couples with existing retrieval. 
- updated the intro notebook for usage

```
sbert_reranker = dsp.SentenceTransformersCrossEncoder(""cross-encoder/ms-marco-MiniLM-L-12-v2"")

dsp.settings.configure(lm=lm, rm=rm, reranker=sbert_reranker)

# dsp.retrieve, and retrieveEnsemble already takes care of retrieving and re-ranking based on initiated rm, and reranker.

reranked_passages = dsp.retrieve(""When was the creator of Hadoop given an award?"", k=3)
```",2023-05-12T12:30:45Z,2023-05-12T13:31:36Z,0 days 01:00:51,featuresearch sbert reranker pr introduces reranker couple exist retrieval update intro notebook usage sbertreranker dspsettingsconfigurelmlm rmrm rerankersbertreranker dspretrieve retrieveensemble already take care retrieve reranking base initiated rm reranker rerankedpassages dspretrievewhen creator hadoop give award
513,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/53,planned,Unknown,bug(chatgpt-lm): remove unnecessary param passing addresses #52 bug,2023-05-01T06:39:42Z,2023-05-01T06:40:17Z,0 days 00:00:35,bugchatgptlm remove unnecessary param passing address bug
516,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/50,unplanned,Unknown,"feat: Unset Output Variable in `dsp.generate` to Prevent Leakage This PR addresses the issue raised in https://github.com/stanfordnlp/dsp/issues/47#issuecomment-1523430127.

The changes in this PR ensure that output variables in `dsp.generate` are unset if the template fails to parse the response corresponding to the output variables.

It is always recommended to pass only the necessary questions to `dsp.generate` or unset the output that users expect the function to produce. However, users often forget to do this when evaluating the dev set. In such cases, the gold answers remain in the output variable of the returned completion, which can lead to malformed output (e.g., a list) or an overestimation of performance. This PR serves as a temporary workaround for this issue.

closes: #47 ",2023-04-26T19:55:22Z,2023-09-18T21:27:46Z,145 days 01:32:24,feat unset output variable dspgenerate prevent leakage pr address issue raise change pr ensure output variable dspgenerate unset template fails parse response corresponding output variable always recommend pas necessary question dspgenerate unset output user expect function produce however user often forget evaluate dev set case gold answer remain output variable return completion lead malformed output eg list overestimation performance pr serve temporary workaround issue close
517,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/49,unplanned,Unknown,"Fix bug in predict.py:majority_vote_ Handle situations where pred[prediction_field] is List[str]
#47 ",2023-04-24T17:53:14Z,2023-04-26T14:19:44Z,1 days 20:26:30,fix bug predictpymajorityvote handle situation pred list
518,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/48,unplanned,Unknown,Fix bug in majority_vote_ Fix issue raised in #47 ,2023-04-24T17:15:07Z,2023-04-24T17:16:58Z,0 days 00:01:51,fix bug majorityvote fix issue raise
520,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/46,unplanned,Unknown,refactor(cohere-lm): retry wrapper should ignore optional coheere None,2023-04-24T12:35:12Z,2023-04-24T12:36:04Z,0 days 00:00:52,refactorcoherelm retry wrapper ignore optional coheere none
521,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/45,unplanned,Unknown,bug(cohere-lm): retry only for rate-limit errors None,2023-04-24T12:14:00Z,2023-04-24T12:14:27Z,0 days 00:00:27,bugcoherelm retry ratelimit error none
522,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/44,planned,Unknown,"bug(faiss): mismatch in types & args instead of kwargs addresses #41 
reference: https://github.com/facebookresearch/faiss/blob/main/faiss/IndexScalarQuantizer.cpp",2023-04-23T21:28:20Z,2023-04-23T21:49:23Z,0 days 00:21:03,bugfaiss mismatch type args instead kwargs address reference
523,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/43,unplanned,Unknown,enhancement(cohere-lm): add backoff retry None,2023-04-23T16:12:43Z,2023-04-23T16:12:50Z,0 days 00:00:07,enhancementcoherelm add backoff retry none
524,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/42,unplanned,Unknown,"refactor(hf-models): export hf module without the need for deps Addresses #40 and our previous issues of not wanting hf transformers to be a dependency for dsp.

minor bug fix on using hf models on cpu.",2023-04-23T14:51:31Z,2023-04-23T15:47:51Z,0 days 00:56:20,refactorhfmodels export hf module without need deps address previous issue want hf transformer dependency dsp minor bug fix use hf model cpu
526,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/40,unplanned,Unknown,Enable huggingface models None,2023-04-22T20:57:16Z,2023-04-23T16:04:24Z,0 days 19:07:08,enable huggingface model none
527,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/39,planned,Unknown,bug(type-hints): passage_match answers is a list of string None,2023-04-19T09:39:06Z,2023-04-19T09:39:56Z,0 days 00:00:50,bugtypehints passagematch answer list string none
528,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/38,unplanned,Unknown,bug(azure-api-support): minor fix None,2023-04-08T19:40:39Z,2023-04-08T19:41:02Z,0 days 00:00:23,bugazureapisupport minor fix none
529,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/37,planned,Unknown,enhancement(GPT-LLM): azure API support Adds support for Azure OpenAI API Service.,2023-04-08T19:33:31Z,2023-04-08T19:35:47Z,0 days 00:02:16,enhancementgptllm azure api support add support azure openai api service
530,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/36,unplanned,Unknown,Add Support for Multi-GPU Inference None,2023-04-04T21:31:33Z,2023-04-04T21:32:39Z,0 days 00:01:06,add support multigpu inference none
531,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/35,unplanned,Unknown,Fixed a minor typo in the README None,2023-04-03T20:03:40Z,2023-04-03T20:05:21Z,0 days 00:01:41,fix minor typo readme none
533,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/33,planned,Unknown,"refactor(cohere): cohere module abstraction & few bug fixes - Cohere uses the abstracted LM class (newly added) for consistency. 
- Base LM class breaks gpt3 module due to mismatch in abstracted class signature
- minor refactoring and bug fixes",2023-03-27T07:16:54Z,2023-03-27T11:22:46Z,0 days 04:05:52,refactorcohere cohere module abstraction bug fix cohere us abstract lm class newly add consistency base lm class break module due mismatch abstract class signature minor refactoring bug fix
534,Direct Implementation,https://github.com/stanfordnlp/dspy/pull/32,unplanned,Unknown,Cohere integration This PR pertains to adding the class for Cohere models.,2023-03-24T01:13:28Z,2023-03-24T01:14:17Z,0 days 00:00:49,cohere integration pr pertain add class cohere model
